id,status,dom,res,debt,goal,inv,lump
SP3-01870,ok,debt,0,17485,0,0,149672
SP3-01871,deficit,none,0,0,0,0,0
SP3-01872,invalid,none,0,0,0,0,0
SP3-01873,ok,debt,0,9053,0,0,38793
SP3-01874,ok,reserve,5228,0,3485,0,0
SP3-01875,ok,reserve,69950,0,0,0,0
SP3-01876,ok,debt,0,15058,0,0,131399
SP3-01877,deficit,none,0,0,0,0,929790
SP3-01878,deficit,none,0,0,0,0,0
SP3-01879,ok,reserve,87965,0,48579,0,0
SP3-01880,ok,reserve,63108,0,0,0,0
SP3-01881,deficit,none,0,0,0,0,8871336
SP3-01882,ok,goals+,0,0,1189,6049,96582
SP3-01883,ok,debt,4792,4792,0,0,66250
SP3-01884,deficit,none,0,0,0,0,1846509
SP3-01885,ok,debt,0,647,0,0,224153
SP3-01886,ok,reserve,17827,0,2347,0,0
SP3-01887,ok,debt,0,2693,0,0,223084
SP3-01888,ok,debt,0,16780,0,0,9701
SP3-01889,ok,goals+,0,0,1098,24444,239085
SP3-01890,ok,debt,0,3590,0,0,37507
SP3-01891,deficit,none,0,0,0,0,0
SP3-01892,ok,goals+,0,0,24923,1564,539253
SP3-01893,deficit,none,0,0,0,0,1635793
SP3-01894,ok,debt,0,49784,0,0,514724
SP3-01895,ok,reserve,11313,0,0,0,0
SP3-01896,ok,goals+,0,0,263,4848,485569
SP3-01897,deficit,none,0,0,0,0,1850555
SP3-01898,ok,goals+,0,0,46,0,3704799
SP3-01899,ok,reserve,42444,0,0,0,0
SP3-01900,ok,debt,0,1672,0,0,102583
SP3-01901,deficit,none,0,0,0,0,0
SP3-01902,deficit,none,0,0,0,0,162919
SP3-01903,ok,goals+,0,0,8378,20924,511990
SP3-01904,deficit,none,0,0,0,0,977210
SP3-01905,deficit,none,0,0,0,0,0
SP3-01906,deficit,none,0,0,0,0,0
SP3-01907,deficit,none,0,0,0,0,0
SP3-01908,deficit,none,0,0,0,0,0
SP3-01909,ok,goals+,0,0,0,172,509737
SP3-01910,deficit,none,0,0,0,0,1235358
SP3-01911,ok,reserve,89161,0,0,5212,0
SP3-01912,deficit,none,0,0,0,0,62736
SP3-01913,ok,debt,0,25872,0,0,590968
SP3-01914,deficit,none,0,0,0,0,0
SP3-01915,ok,reserve,49365,0,0,0,0
SP3-01916,ok,debt,0,7286,0,0,197821
SP3-01917,ok,goals+,0,0,14545,0,0
SP3-01918,deficit,none,0,0,0,0,5273642
SP3-01919,deficit,none,0,0,0,0,76799
SP3-01920,ok,goals+,0,0,1928,5622,175142
SP3-01921,ok,debt,4532,4532,0,0,0
SP3-01922,invalid,none,0,0,0,0,0
SP3-01923,deficit,none,0,0,0,0,61037
SP3-01924,ok,debt,0,5543,0,0,19143
SP3-01925,ok,debt,0,13704,0,0,12775
SP3-01926,deficit,none,0,0,0,0,0
SP3-01927,deficit,none,0,0,0,0,134976
SP3-01928,deficit,none,0,0,0,0,27683
SP3-01929,deficit,none,0,0,0,0,0
SP3-01930,ok,goals+,0,0,3662,0,810373
SP3-01931,deficit,none,0,0,0,0,132796
SP3-01932,deficit,none,0,0,0,0,4621587
SP3-01933,deficit,none,0,0,0,0,0
SP3-01934,ok,reserve,68377,0,4615,0,0
SP3-01935,ok,reserve,12527,0,8351,0,0
SP3-01936,ok,reserve,696,695,0,0,0
SP3-01937,deficit,none,0,0,0,0,0
SP3-01938,ok,debt,0,113248948,0,0,769628041
SP3-01939,ok,debt,0,4139,0,0,21996
SP3-01940,deficit,none,0,0,0,0,0
SP3-01941,ok,debt,0,13717,0,0,110524
SP3-01942,ok,goals+,0,0,144351,0,4241098
SP3-01943,deficit,none,0,0,0,0,0
SP3-01944,ok,debt,0,120152080,0,0,1589585091
SP3-01945,ok,debt,0,23251,0,0,127439
SP3-01946,deficit,none,0,0,0,0,1610434
SP3-01947,ok,debt,3138,3138,0,0,0
SP3-01948,deficit,none,0,0,0,0,20756896
SP3-01949,deficit,none,0,0,0,0,0
SP3-01950,deficit,none,0,0,0,0,14645
SP3-01951,ok,reserve,987,0,658,0,0
SP3-01952,deficit,none,0,0,0,0,10831309
SP3-01953,ok,goals+,0,0,4945,0,3212624
SP3-01954,ok,goals+,0,0,2670,4215,0
SP3-01955,ok,debt,118,277,0,0,0
SP3-01956,ok,reserve,9397,0,0,0,0
SP3-01957,deficit,none,0,0,0,0,394178
SP3-01958,deficit,none,0,0,0,0,0
SP3-01959,ok,debt,0,3623,0,0,24234
SP3-01960,invalid,none,0,0,0,0,0
SP3-01961,ok,debt,428678,1000249,0,0,0
SP3-01962,deficit,none,0,0,0,0,0
SP3-01963,ok,reserve,1109,0,739,0,0
SP3-01964,ok,reserve,53457,0,12423,14147,0
SP3-01965,ok,none,0,0,0,0,0
SP3-01966,ok,reserve,6959,6958,0,0,0
SP3-01967,ok,debt,1126,1126,0,0,27799
SP3-01968,ok,goals+,0,0,0,1161,25060
SP3-01969,ok,debt,0,13090,0,0,14905
SP3-01970,deficit,none,0,0,0,0,604397
SP3-01971,invalid,none,0,0,0,0,0
SP3-01972,ok,debt,0,4892,0,0,70769
SP3-01973,ok,debt,2263,5281,0,0,0
SP3-01974,ok,goals+,0,0,95997,149236,4033478
SP3-01975,ok,debt,9423,21987,0,0,0
SP3-01976,deficit,none,0,0,0,0,0
SP3-01977,ok,goals+,0,0,0,20081,61427
SP3-01978,ok,reserve,21682,0,14454,0,0
SP3-01979,ok,debt,0,41140,0,0,203015
SP3-01980,deficit,none,0,0,0,0,0
SP3-01981,ok,debt,0,1418,0,0,5563
SP3-01982,deficit,none,0,0,0,0,1127391
SP3-01983,deficit,none,0,0,0,0,349836
SP3-01984,ok,debt,959,2238,0,0,0
SP3-01985,invalid,none,0,0,0,0,0
SP3-01986,ok,debt,442,442,0,0,0
SP3-01987,ok,debt,0,4573,0,0,56427
SP3-01988,ok,reserve,5675,5674,0,0,0
SP3-01989,ok,debt,0,40517,0,0,8460
SP3-01990,ok,debt,0,13045,0,0,210990
SP3-01991,ok,reserve,534,533,0,0,0
SP3-01992,ok,reserve,16858,0,7439,0,0
SP3-01993,ok,reserve,38100,0,3958,0,0
SP3-01994,deficit,none,0,0,0,0,228569
SP3-01995,deficit,none,0,0,0,0,2254805
SP3-01996,ok,reserve,4339,4338,0,0,0
SP3-01997,ok,debt,0,7446,0,0,32707
SP3-01998,deficit,none,0,0,0,0,60894
SP3-01999,ok,reserve,6873,0,3324,0,0
SP3-02000,ok,reserve,14019,0,9345,0,0
SP3-02001,ok,debt,0,7442,0,0,32443
SP3-02002,deficit,none,0,0,0,0,0
SP3-02003,ok,reserve,9104,0,6069,0,0
SP3-02004,deficit,none,0,0,0,0,86157
SP3-02005,deficit,none,0,0,0,0,0
SP3-02006,ok,reserve,2145,2144,0,0,0
SP3-02007,ok,goals+,0,0,211,6941,149394
SP3-02008,ok,reserve,36858,0,1000,0,0
SP3-02009,deficit,none,0,0,0,0,226791
SP3-02010,ok,none,0,0,0,0,0
SP3-02011,deficit,none,0,0,0,0,18460071
SP3-02012,ok,goals+,0,0,0,871,263966
SP3-02013,ok,reserve,24261,0,16174,0,0
SP3-02014,deficit,none,0,0,0,0,86157
SP3-02015,deficit,none,0,0,0,0,0
SP3-02016,invalid,none,0,0,0,0,0
SP3-02017,ok,goals+,0,0,46435,49288,6529684
SP3-02018,ok,reserve,26746,0,9138,0,325162
SP3-02019,deficit,none,0,0,0,0,3015744
SP3-02020,ok,reserve,7732,0,5154,0,0
SP3-02021,ok,reserve,38013,0,9614,0,0
SP3-02022,ok,debt,0,9162,0,0,223569
SP3-02023,ok,goals+,0,0,33117,26491,90167
SP3-02024,ok,debt,0,23358,0,0,11428
SP3-02025,ok,goals+,0,0,0,8243,178640
SP3-02026,ok,debt,0,53204,0,0,83173
SP3-02027,ok,debt,0,16406,0,0,107395
SP3-02028,ok,reserve,7297,0,4864,0,0
SP3-02029,ok,debt,980,980,0,0,0
SP3-02030,ok,debt,8739,20392,0,0,0
SP3-02031,deficit,none,0,0,0,0,12106
SP3-02032,deficit,none,0,0,0,0,1464133
SP3-02033,deficit,none,0,0,0,0,997514
SP3-02034,ok,goals+,0,0,124990,0,7200730
SP3-02035,deficit,none,0,0,0,0,6682219
SP3-02036,deficit,none,0,0,0,0,1257735
SP3-02037,ok,debt,0,6787,0,0,303764
SP3-02038,ok,debt,0,31309,0,0,479618
SP3-02039,ok,debt,0,31309,0,0,479618
SP3-02040,ok,debt,755,755,0,0,0
SP3-02041,deficit,none,0,0,0,0,4218537
SP3-02042,ok,debt,0,22629,0,0,75028
SP3-02043,deficit,none,0,0,0,0,0
SP3-02044,ok,debt,0,31882,0,0,220369
SP3-02045,ok,goals+,0,0,30159,0,680609
SP3-02046,ok,reserve,116527,0,72413,0,0
SP3-02047,ok,debt,0,8106,0,0,79478
SP3-02048,ok,debt,0,3123,0,0,22173
SP3-02049,invalid,none,0,0,0,0,0
SP3-02050,ok,goals+,0,0,141140,0,1357262
SP3-02051,deficit,none,0,0,0,0,0
SP3-02052,deficit,none,0,0,0,0,9185842
SP3-02053,ok,reserve,15700,0,10466,0,0
SP3-02054,ok,reserve,50610,0,33739,0,0
SP3-02055,deficit,none,0,0,0,0,4553445
SP3-02056,ok,debt,755,755,0,0,0
SP3-02057,deficit,none,0,0,0,0,409882
SP3-02058,deficit,none,0,0,0,0,0
SP3-02059,deficit,none,0,0,0,0,0
SP3-02060,ok,debt,0,8454,0,0,95086
SP3-02061,invalid,none,0,0,0,0,0
SP3-02062,ok,reserve,14920,0,3650,0,0
SP3-02063,deficit,none,0,0,0,0,0
SP3-02064,ok,debt,0,74703,0,0,202794
SP3-02065,ok,goals+,0,0,1903,6965,0
SP3-02066,deficit,none,0,0,0,0,0
SP3-02067,deficit,none,0,0,0,0,6924590
SP3-02068,deficit,none,0,0,0,0,0
SP3-02069,deficit,none,0,0,0,0,118163
SP3-02070,ok,reserve,9726,0,6484,0,0
SP3-02071,deficit,none,0,0,0,0,78849
SP3-02072,ok,goals+,0,0,19038,69643,351492
SP3-02073,ok,debt,42584,99364,0,0,0
SP3-02074,ok,goals+,0,0,6721,11812,10646387
SP3-02075,ok,debt,0,10507,0,0,152399
SP3-02076,deficit,none,0,0,0,0,0
SP3-02077,deficit,none,0,0,0,0,131428
SP3-02078,deficit,none,0,0,0,0,9897829
SP3-02079,deficit,none,0,0,0,0,60111
SP3-02080,ok,debt,3969,3969,0,0,65534
SP3-02081,ok,debt,4920,4920,0,0,0
SP3-02082,ok,debt,7901,18437,0,0,0
SP3-02083,ok,debt,0,4239,0,0,24699
SP3-02084,deficit,none,0,0,0,0,0
SP3-02085,ok,reserve,2130,2129,0,0,0
SP3-02086,invalid,none,0,0,0,0,0
SP3-02087,ok,reserve,754,0,502,0,0
SP3-02088,ok,goals+,0,0,2621,0,492088
SP3-02089,ok,reserve,83324,0,0,0,0
SP3-02090,ok,reserve,4248,4247,0,0,65534
SP3-02091,ok,goals+,0,0,3360,28741,102625
SP3-02092,ok,debt,11230,11230,0,0,142003
SP3-02093,ok,goals+,0,0,0,12930,96650
SP3-02094,ok,debt,0,8694,0,0,33777
SP3-02095,deficit,none,0,0,0,0,0
SP3-02096,ok,debt,0,4943,0,0,102733
SP3-02097,ok,debt,0,7717,0,0,87339
SP3-02098,ok,debt,0,41616,0,0,324263
SP3-02099,ok,debt,0,6722,0,0,34474
SP3-02100,deficit,none,0,0,0,0,119217
SP3-02101,ok,debt,0,9619,0,0,178126
SP3-02102,ok,goals+,0,0,524,681335,2199647
SP3-02103,deficit,none,0,0,0,0,2360817
SP3-02104,ok,debt,80,80,0,0,0
SP3-02105,deficit,none,0,0,0,0,74823
SP3-02106,ok,none,0,0,0,0,0
SP3-02107,ok,reserve,16909,0,0,0,0
SP3-02108,deficit,none,0,0,0,0,10149206
SP3-02109,ok,goals+,0,0,0,10678,194693
SP3-02110,deficit,none,0,0,0,0,0
SP3-02111,ok,debt,2205,2205,0,0,0
SP3-02112,ok,debt,4836,11287,0,0,0
SP3-02113,deficit,none,0,0,0,0,439747
SP3-02114,deficit,none,0,0,0,0,951410
SP3-02115,ok,reserve,3443,3442,0,0,0
SP3-02116,deficit,none,0,0,0,0,0
SP3-02117,deficit,none,0,0,0,0,53921
SP3-02118,ok,goals+,0,0,7040,78505,109353
SP3-02119,ok,goals+,0,0,0,24766,0
SP3-02120,ok,debt,2654,2654,0,0,154069
SP3-02121,deficit,none,0,0,0,0,16331209
SP3-02122,invalid,none,0,0,0,0,0
SP3-02123,ok,reserve,1384,0,922,0,196071
SP3-02124,ok,debt,329,770,0,0,0
SP3-02125,deficit,none,0,0,0,0,25184
SP3-02126,deficit,none,0,0,0,0,2224984
SP3-02127,deficit,none,0,0,0,0,527425
SP3-02128,ok,reserve,31671,0,21113,0,0
SP3-02129,deficit,none,0,0,0,0,22920
SP3-02130,invalid,none,0,0,0,0,0
SP3-02131,deficit,none,0,0,0,0,188573
SP3-02132,invalid,none,0,0,0,0,0
SP3-02133,ok,reserve,13388,0,8925,0,0
SP3-02134,deficit,none,0,0,0,0,0
SP3-02135,ok,debt,0,11931,0,0,511900
SP3-02136,ok,debt,0,1713,0,0,2491
SP3-02137,deficit,none,0,0,0,0,73996
SP3-02138,ok,reserve,8425,0,0,0,0
SP3-02139,ok,goals+,0,0,0,181463,7311522
SP3-02140,ok,reserve,12084,0,213,0,0
SP3-02141,ok,debt,0,8227,0,0,33108
SP3-02142,deficit,none,0,0,0,0,57184
SP3-02143,ok,debt,0,4454,0,0,101041
SP3-02144,ok,reserve,12589,0,0,0,0
SP3-02145,ok,debt,0,322,0,0,250076
SP3-02146,deficit,none,0,0,0,0,61196
SP3-02147,deficit,none,0,0,0,0,10672
SP3-02148,ok,debt,3066,13193,0,0,0
SP3-02149,ok,reserve,1384,0,922,0,196071
SP3-02150,ok,reserve,8096,0,5222,0,0
SP3-02151,ok,reserve,28622,0,0,0,0
SP3-02152,ok,goals+,380,0,1465,10373,0
SP3-02153,deficit,none,0,0,0,0,42182
SP3-02154,ok,debt,0,5524,0,0,153519
SP3-02155,ok,goals+,0,0,8931,2085,0
SP3-02156,deficit,none,0,0,0,0,42182
SP3-02157,ok,reserve,6064,6063,0,0,0
SP3-02158,ok,debt,7587,7587,0,0,0
SP3-02159,ok,reserve,732,0,488,0,0
SP3-02160,ok,debt,0,488127,0,0,6004031
SP3-02161,ok,goals+,0,0,166188,157967,4919997
SP3-02162,ok,reserve,18315,0,12209,0,0
SP3-02163,ok,reserve,567,566,0,0,32581
SP3-02164,ok,debt,5409,5409,0,0,0
SP3-02165,ok,debt,10075,23509,0,0,0
SP3-02166,ok,reserve,13974,0,0,0,0
SP3-02167,ok,reserve,1692,0,1128,0,0
SP3-02168,ok,debt,0,90359,0,0,1222763
SP3-02169,ok,debt,3104,7245,0,0,0
SP3-02170,deficit,none,0,0,0,0,12925294
SP3-02171,ok,goals+,0,0,9679,201268,16600017
SP3-02172,ok,reserve,3955,3954,0,0,131205
SP3-02173,deficit,none,0,0,0,0,0
SP3-02174,invalid,none,0,0,0,0,0
SP3-02175,ok,goals+,0,0,95130,378854,3961995
SP3-02176,invalid,none,0,0,0,0,0
SP3-02177,ok,reserve,9112,0,6074,0,0
SP3-02178,deficit,none,0,0,0,0,1891
SP3-02179,ok,debt,0,24125724,0,0,182196334
SP3-02180,ok,debt,713,1666,0,0,0
SP3-02181,ok,debt,2577,6014,0,0,0
SP3-02182,invalid,none,0,0,0,0,0
SP3-02183,ok,goals+,0,0,15482,0,2926309
SP3-02184,deficit,none,0,0,0,0,0
SP3-02185,deficit,none,0,0,0,0,398698
SP3-02186,ok,debt,0,9536,0,0,207514
SP3-02187,deficit,none,0,0,0,0,0
SP3-02188,ok,debt,23085,23085,0,0,0
SP3-02189,ok,debt,47251,47251,0,0,102639
SP3-02190,ok,debt,3902,3902,0,0,0
SP3-02191,deficit,none,0,0,0,0,1825350
SP3-02192,ok,debt,152,357,0,0,0
SP3-02193,deficit,none,0,0,0,0,297922
SP3-02194,ok,reserve,41606,0,27736,0,0
SP3-02195,deficit,none,0,0,0,0,0
SP3-02196,deficit,none,0,0,0,0,0
SP3-02197,ok,debt,3845,8974,0,0,0
SP3-02198,ok,debt,23085,23085,0,0,0
SP3-02199,ok,debt,210184344,210184344,0,0,4454684699
SP3-02200,ok,debt,120,5540,0,0,0
SP3-02201,ok,debt,0,4377,0,0,30450
SP3-02202,ok,goals+,0,0,0,17073,126578
SP3-02203,ok,reserve,7914,7913,0,0,0
SP3-02204,ok,debt,12581,29357,0,0,0
SP3-02205,ok,debt,4897,11426,0,0,0
SP3-02206,ok,goals+,0,0,29810,0,161321
SP3-02207,ok,goals+,0,0,2326,16415,538920
SP3-02208,deficit,none,0,0,0,0,143606
SP3-02209,ok,debt,0,14010,0,0,113371
SP3-02210,ok,goals+,0,0,18591,0,1909812
SP3-02211,deficit,none,0,0,0,0,42378
SP3-02212,ok,reserve,5147,0,3431,0,0
SP3-02213,ok,debt,1090,10447,0,0,0
SP3-02214,deficit,none,0,0,0,0,628781
SP3-02215,ok,debt,0,14100,0,0,14724
SP3-02216,ok,debt,0,16220,0,0,29288
SP3-02217,ok,reserve,79632,0,6842,0,0
SP3-02218,ok,goals+,0,0,12190,36399,4505347
SP3-02219,ok,goals+,7966,0,6764,4808,0
SP3-02220,ok,reserve,1302,1301,0,0,0
SP3-02221,ok,goals+,0,0,128328,456599,11473994
SP3-02222,deficit,none,0,0,0,0,0
SP3-02223,deficit,none,0,0,0,0,668984
SP3-02224,deficit,none,0,0,0,0,3371883
SP3-02225,invalid,none,0,0,0,0,0
SP3-02226,ok,reserve,9804,0,6536,0,0
SP3-02227,ok,reserve,11422,0,0,0,0
SP3-02228,ok,debt,0,10593,0,0,154653
SP3-02229,ok,reserve,30350,0,6667,0,0
SP3-02230,ok,debt,0,131093,0,0,3129054
SP3-02231,ok,reserve,342,341,0,0,0
SP3-02232,ok,reserve,2128,2127,0,0,0
SP3-02233,ok,debt,0,3626,0,0,27568
SP3-02234,deficit,none,0,0,0,0,9336091
SP3-02235,ok,goals+,0,0,6963,0,112453
SP3-02236,ok,debt,0,18079,0,0,138466
SP3-02237,ok,goals+,0,0,3726,113432,1090883
SP3-02238,deficit,none,0,0,0,0,56471
SP3-02239,ok,goals+,0,0,0,409322,1996282
SP3-02240,invalid,none,0,0,0,0,0
SP3-02241,ok,reserve,4557,0,3038,0,0
SP3-02242,deficit,none,0,0,0,0,447519
SP3-02243,ok,goals+,16411,0,17855,0,0
SP3-02244,deficit,none,0,0,0,0,132730
SP3-04040,invalid,none,0,0,0,0,0
SP3-02246,deficit,none,0,0,0,0,2716531
SP3-02247,ok,reserve,45522,0,7851,0,0
SP3-02248,ok,reserve,3743,0,2494,0,0
SP3-02249,ok,reserve,13749,0,4394,0,0
SP3-02250,deficit,none,0,0,0,0,6689842
SP3-02251,ok,goals+,0,0,0,15096,207066
SP3-02252,deficit,none,0,0,0,0,776665
SP3-02253,ok,reserve,3730,3729,0,0,0
SP3-02254,deficit,none,0,0,0,0,467975
SP3-02255,deficit,none,0,0,0,0,612656
SP3-02256,ok,goals+,0,0,19588,0,150955
SP3-02257,deficit,none,0,0,0,0,84840
SP3-02258,deficit,none,0,0,0,0,0
SP3-02259,ok,debt,0,21673,0,0,38852
SP3-02260,ok,debt,0,11834,0,0,256533
SP3-02261,ok,debt,0,4267,0,0,99599
SP3-02262,ok,debt,0,12200,0,0,971
SP3-02263,deficit,none,0,0,0,0,35275
SP3-02264,ok,goals+,0,0,26871,423601,3771243
SP3-02265,deficit,none,0,0,0,0,0
SP3-02266,ok,reserve,3393,0,2262,0,0
SP3-02267,ok,debt,0,4155,0,0,58626
SP3-02268,ok,debt,0,210,0,0,4197
SP3-02269,ok,reserve,2480,0,1653,0,0
SP3-02270,ok,debt,0,12701,0,0,27013
SP3-02271,deficit,none,0,0,0,0,19396884
SP3-02272,ok,debt,0,745,0,0,660230
SP3-02273,ok,debt,0,1243,0,0,15502
SP3-02274,ok,debt,0,5221,0,0,441264
SP3-02275,deficit,none,0,0,0,0,0
SP3-02276,ok,goals+,0,0,75644,0,3083518
SP3-02277,ok,debt,3224,7523,0,0,0
SP3-02278,ok,debt,11493,11493,0,0,34059
SP3-02279,ok,reserve,3614,0,2409,0,0
SP3-02280,ok,reserve,16985,0,725,0,0
SP3-02281,deficit,none,0,0,0,0,0
SP3-02282,deficit,none,0,0,0,0,2188713
SP3-02283,invalid,none,0,0,0,0,0
SP3-02284,ok,debt,0,1356,0,0,15502
SP3-02285,ok,debt,9197,9197,0,0,0
SP3-02286,ok,debt,0,25019,0,0,31455
SP3-02287,deficit,none,0,0,0,0,8626698
SP3-02288,deficit,none,0,0,0,0,8405054
SP3-02289,ok,goals+,0,0,3804,107,0
SP3-02290,deficit,none,0,0,0,0,0
SP3-02291,deficit,none,0,0,0,0,1503151
SP3-02292,deficit,none,0,0,0,0,581162
SP3-02293,ok,reserve,131885,0,87922,0,0
SP3-02294,ok,reserve,31616,0,21076,0,0
SP3-02295,deficit,none,0,0,0,0,0
SP3-02296,deficit,none,0,0,0,0,581162
SP3-02297,ok,debt,0,17831,0,0,140507
SP3-02298,ok,debt,0,186,0,0,2868
SP3-02299,deficit,none,0,0,0,0,78527
SP3-02300,ok,debt,0,54212,0,0,35258
SP3-02301,deficit,none,0,0,0,0,2202211
SP3-02302,ok,debt,4715,11002,0,0,0
SP3-02303,invalid,none,0,0,0,0,0
SP3-02304,deficit,none,0,0,0,0,0
SP3-02305,ok,goals+,0,0,5374,0,944471
SP3-02306,ok,debt,4396,10260,0,0,0
SP3-02307,deficit,none,0,0,0,0,0
SP3-02308,deficit,none,0,0,0,0,2435314
SP3-02309,ok,debt,8743,8743,0,0,0
SP3-02310,ok,debt,0,186,0,0,2868
SP3-02311,deficit,none,0,0,0,0,7662482
SP3-02312,ok,debt,670,1565,0,0,0
SP3-02313,deficit,none,0,0,0,0,281142
SP3-02314,ok,reserve,35751,0,4665,0,0
SP3-02315,ok,debt,0,912,0,0,138901
SP3-02316,ok,reserve,2592,2591,0,0,0
SP3-02317,deficit,none,0,0,0,0,193746
SP3-02318,ok,goals+,0,0,12208,275944,612811
SP3-02319,ok,debt,0,64361,0,0,3411780
SP3-02320,ok,goals+,0,0,15589,45225,111079
SP3-02321,ok,debt,0,24333,0,0,19648
SP3-02322,ok,debt,2452,5723,0,0,0
SP3-02323,ok,goals+,0,0,48097,8348,1561576
SP3-02324,deficit,none,0,0,0,0,11582252
SP3-02325,ok,goals+,0,0,206146,0,2796025
SP3-02326,ok,debt,11231,11231,0,0,54361
SP3-02327,ok,reserve,8528,0,5685,0,0
SP3-02328,deficit,none,0,0,0,0,69701
SP3-02329,ok,goals+,10318,0,22154,0,0
SP3-02330,ok,debt,0,2221,0,0,2946379
SP3-02331,ok,debt,138047,322110,0,0,0
SP3-02332,deficit,none,0,0,0,0,430837
SP3-02333,ok,debt,0,47526,0,0,28168
SP3-02334,ok,reserve,6438,6437,0,0,0
SP3-02335,invalid,none,0,0,0,0,0
SP3-02336,deficit,none,0,0,0,0,37092
SP3-02337,deficit,none,0,0,0,0,2898370
SP3-02338,ok,reserve,4604,0,3069,0,0
SP3-02339,ok,reserve,3848,3847,0,0,0
SP3-02340,deficit,none,0,0,0,0,113348
SP3-02341,ok,reserve,23452,0,0,0,0
SP3-02342,deficit,none,0,0,0,0,0
SP3-02343,deficit,none,0,0,0,0,1750354
SP3-02344,ok,reserve,18640,0,0,6958,0
SP3-02345,ok,debt,0,417,0,0,66825
SP3-02346,ok,debt,0,353,0,0,338964
SP3-02347,ok,debt,7570,7570,0,0,0
SP3-02348,ok,debt,1845,4307,0,0,0
SP3-02349,ok,debt,7069,7069,0,0,0
SP3-02350,deficit,none,0,0,0,0,0
SP3-02351,deficit,none,0,0,0,0,0
SP3-02352,deficit,none,0,0,0,0,0
SP3-02353,ok,debt,3579,8352,0,0,0
SP3-02354,deficit,none,0,0,0,0,42706
SP3-02355,ok,debt,541,1263,0,0,0
SP3-02356,deficit,none,0,0,0,0,0
SP3-02357,ok,reserve,47574,0,31715,0,0
SP3-02358,ok,goals+,0,0,0,2515,129015
SP3-02359,ok,debt,3562,3562,0,0,0
SP3-02360,ok,debt,0,112657867,0,0,6096728231
SP3-02361,ok,debt,3562,3562,0,0,0
SP3-02362,ok,reserve,109941,0,23453,0,0
SP3-02363,deficit,none,0,0,0,0,2997
SP3-02364,deficit,none,0,0,0,0,0
SP3-02365,deficit,none,0,0,0,0,1311370
SP3-02366,ok,reserve,4211,4210,0,0,90314
SP3-02367,deficit,none,0,0,0,0,0
SP3-02368,deficit,none,0,0,0,0,4268043
SP3-02369,deficit,none,0,0,0,0,100825
SP3-02370,ok,reserve,1116,0,0,0,0
SP3-02371,deficit,none,0,0,0,0,0
SP3-02372,ok,reserve,14781,0,0,0,0
SP3-02373,ok,debt,1175,2743,0,0,0
SP3-02374,ok,debt,0,12363,0,0,186827
SP3-02375,ok,reserve,34129,0,7313,0,0
SP3-02376,ok,debt,0,185043,0,0,1906208
SP3-02377,ok,reserve,12852,0,8567,0,0
SP3-02378,deficit,none,0,0,0,0,467997
SP3-02379,ok,reserve,4268,4267,0,0,0
SP3-02380,deficit,none,0,0,0,0,65571
SP3-02381,deficit,none,0,0,0,0,10318948
SP3-02382,ok,debt,7850,18317,0,0,0
SP3-02383,ok,debt,4245,9908,0,0,0
SP3-02384,deficit,none,0,0,0,0,75983
SP3-02385,deficit,none,0,0,0,0,0
SP3-02386,ok,debt,0,15101,0,0,3559
SP3-02387,ok,debt,0,22897,0,0,30547
SP3-02388,ok,reserve,25975,0,7163,0,0
SP3-02389,ok,reserve,12906,0,1442,0,0
SP3-02390,ok,debt,10628,10628,0,0,0
SP3-02391,deficit,none,0,0,0,0,2763387
SP3-02392,ok,goals+,0,0,1287,0,4899749
SP3-02393,invalid,none,0,0,0,0,0
SP3-02394,ok,reserve,266641,266640,0,0,933848
SP3-02395,ok,debt,6003,14008,0,0,0
SP3-02396,ok,reserve,23868,0,15911,0,0
SP3-02397,ok,reserve,10820,0,3667,0,0
SP3-02398,deficit,none,0,0,0,0,16914
SP3-02399,deficit,none,0,0,0,0,0
SP3-02400,ok,reserve,3285,3284,0,0,0
SP3-02401,deficit,none,0,0,0,0,7809
SP3-02402,deficit,none,0,0,0,0,0
SP3-02403,ok,debt,0,7104,0,0,48307
SP3-02404,ok,goals+,0,0,10690,1587,270661
SP3-02405,ok,reserve,17031,0,11353,0,0
SP3-02406,ok,goals+,0,0,902,29336,130489
SP3-02407,ok,reserve,45679,0,5146,0,0
SP3-02408,ok,debt,3303,7707,0,0,0
SP3-02409,deficit,none,0,0,0,0,147610
SP3-02410,deficit,none,0,0,0,0,55685
SP3-02411,deficit,none,0,0,0,0,58015
SP3-02412,ok,debt,0,24164,0,0,292650
SP3-02413,ok,debt,1181,2758,0,0,0
SP3-02414,deficit,none,0,0,0,0,759833
SP3-02415,deficit,none,0,0,0,0,0
SP3-02416,ok,goals+,0,0,9734,0,94038
SP3-02417,deficit,none,0,0,0,0,0
SP3-02418,ok,reserve,22123,0,12881,1074,202972
SP3-02419,deficit,none,0,0,0,0,0
SP3-02420,ok,debt,797,1862,0,0,0
SP3-02421,deficit,none,0,0,0,0,0
SP3-02422,deficit,none,0,0,0,0,13806089
SP3-02423,ok,goals+,0,0,528,8711,206887
SP3-02424,ok,reserve,2475,2474,0,0,0
SP3-02425,ok,debt,2350,5486,0,0,0
SP3-02426,deficit,none,0,0,0,0,0
SP3-02427,ok,debt,0,53363,0,0,186322
SP3-02428,ok,goals+,6624,0,18916,0,0
SP3-02429,ok,reserve,3026,3025,0,0,19474
SP3-02430,ok,goals+,0,0,6400,482649,2788119
