id,status,dom,res,debt,goal,inv,lump
SP-03332,ok,reserve,392,0,260,0,0
SP-03333,ok,debt,1049,2887,0,0,0
SP-03334,ok,debt,0,22874,0,0,38581
SP-03335,deficit,none,0,0,0,0,0
SP-03336,deficit,none,0,0,0,0,0
SP-03337,ok,debt,0,11168,7446,0,41464
SP-03338,ok,debt,0,23127,0,0,318721
SP-03339,ok,goals+,0,0,0,51148,1990338
SP-03340,ok,reserve,6958,0,0,0,0
SP-03341,ok,reserve,36486,0,17886,0,0
SP-03342,ok,reserve,10983,0,0,0,0
SP-03343,ok,reserve,9506,0,0,0,0
SP-03344,ok,reserve,34723,0,0,0,0
SP-03345,deficit,none,0,0,0,0,0
SP-03346,ok,goals+,4716,7073,7859,0,0
SP-03347,deficit,none,0,0,0,0,0
SP-03348,deficit,none,0,0,0,0,0
SP-03349,deficit,none,0,0,0,0,0
SP-03350,ok,reserve,13898,0,0,0,0
SP-03351,ok,reserve,45716,0,0,0,0
SP-03352,deficit,none,0,0,0,0,0
SP-03353,ok,goals+,0,0,0,15933,529803
SP-03354,ok,reserve,3,0,1,0,0
SP-03355,deficit,none,0,0,0,0,0
SP-03356,ok,goals+,0,0,20110,0,62356
SP-03357,deficit,none,0,0,0,0,0
SP-03358,ok,reserve,16576,0,11050,0,0
SP-03359,deficit,none,0,0,0,0,0
SP-03360,deficit,none,0,0,0,0,0
SP-03361,ok,reserve,94343,0,3733,0,0
SP-03362,ok,reserve,16528,0,11018,0,0
SP-03363,ok,goals+,0,0,51738,0,188156
SP-03364,ok,debt,6714,10071,0,0,0
SP-03365,ok,reserve,23914,0,6537,0,0
SP-03366,deficit,none,0,0,0,0,0
SP-03367,ok,reserve,35654,0,23768,0,0
SP-03368,ok,goals+,0,0,66553,0,330411
SP-03369,ok,reserve,11141,0,0,0,0
SP-03370,ok,reserve,20659,14097,0,0,0
SP-03371,ok,goals+,860,1288,1431,0,66885
SP-03372,deficit,none,0,0,0,0,0
SP-03373,ok,reserve,11818,0,0,0,0
SP-03374,ok,debt,0,29305,0,0,28947
SP-03375,ok,goals+,0,0,0,9315,0
SP-03376,ok,reserve,18819,0,0,0,0
SP-03377,ok,debt,4997,10175,8326,0,80667
SP-03378,ok,reserve,70568,0,0,0,0
SP-03379,ok,reserve,10477,0,1147,0,0
SP-03380,ok,reserve,2598,0,1731,0,0
SP-03381,ok,goals+,0,0,23006,12934,1574154
SP-03382,ok,reserve,3634,0,0,0,0
SP-03383,ok,reserve,27054,0,0,0,0
SP-03384,ok,reserve,21053,0,8,0,0
SP-03385,ok,goals+,0,0,4430,0,149526
SP-03386,ok,debt,0,56243,0,0,126815
SP-03387,ok,reserve,4445,0,2962,0,0
SP-03388,ok,reserve,13393,0,0,0,0
SP-03389,ok,reserve,20494,0,0,0,0
SP-03390,deficit,none,0,0,0,0,0
SP-03391,ok,reserve,33216,8001,0,0,0
SP-03392,ok,goals+,0,2115,3761,0,60308
SP-03393,ok,reserve,18668,0,12445,0,0
SP-03394,ok,reserve,3976,0,2650,0,0
SP-03395,ok,debt,0,8589,0,0,170505
SP-03396,ok,reserve,112,0,71,0,0
SP-03397,deficit,none,0,0,0,0,0
SP-03398,ok,reserve,5231,0,0,0,0
SP-03399,ok,reserve,2018747808,0,0,0,0
SP-03400,ok,reserve,4067,0,0,0,0
SP-03401,ok,reserve,9408,0,0,0,0
SP-03402,deficit,none,0,0,0,0,0
SP-03403,ok,goals+,0,0,2994,0,18238
SP-03404,ok,reserve,11337,0,0,0,0
SP-03405,ok,debt,1,29302,0,0,63612
SP-03406,deficit,none,0,0,0,0,324290
SP-03407,ok,reserve,15,0,0,0,0
SP-03408,deficit,none,0,0,0,0,0
SP-03409,deficit,none,0,0,0,0,0
SP-03410,ok,reserve,1889,0,1259,0,0
SP-03411,deficit,none,0,0,0,0,0
SP-03412,ok,reserve,33872,0,9457,0,0
SP-03413,deficit,none,0,0,0,0,0
SP-03414,ok,reserve,23769,0,15845,0,0
SP-03415,ok,reserve,28225,0,0,0,0
SP-03416,ok,reserve,1068,0,0,0,0
SP-03417,ok,debt,0,7711,0,0,71662
SP-03418,ok,reserve,43206,0,0,0,0
SP-03419,deficit,none,0,0,0,0,0
SP-03420,ok,debt,6476,9714,0,0,0
SP-03421,ok,reserve,16771,0,0,0,0
SP-03422,deficit,none,0,0,0,0,0
SP-03423,deficit,none,0,0,0,0,892974
SP-03424,ok,reserve,7391,0,4927,0,0
SP-03425,ok,reserve,11601,0,7733,0,0
SP-03426,ok,debt,0,5704,0,0,42700
SP-03427,ok,reserve,11109,0,0,0,0
SP-03428,ok,goals+,0,0,9045,0,0
SP-03429,ok,reserve,9343,0,0,0,0
SP-03430,ok,goals+,2389,3583,3981,0,0
SP-03431,deficit,none,0,0,0,0,0
SP-03432,deficit,none,0,0,0,0,0
SP-03433,ok,debt,0,3753,0,0,44996
SP-03434,ok,reserve,30300,0,0,0,0
SP-03435,ok,reserve,15497,0,0,0,0
SP-03436,ok,goals+,0,0,20978,8162,22929
SP-03437,ok,reserve,3757,0,0,0,0
SP-03438,ok,reserve,9,0,6,0,0
SP-03439,ok,reserve,35874,0,23915,0,0
SP-03440,ok,debt,13462,20191,0,0,0
SP-03441,ok,reserve,390816141,0,0,0,0
SP-03442,deficit,none,0,0,0,0,0
SP-03443,ok,reserve,10467,0,0,0,0
SP-03444,deficit,none,0,0,0,0,0
SP-03445,deficit,none,0,0,0,0,0
SP-03446,deficit,none,0,0,0,0,0
SP-03447,ok,debt,1,125900,0,0,227885
SP-03448,ok,reserve,50074,0,0,0,0
SP-03449,deficit,none,0,0,0,0,0
SP-03450,deficit,none,0,0,0,0,0
SP-03451,ok,reserve,24633,0,0,0,0
SP-03452,ok,reserve,16994,0,0,0,0
SP-03453,ok,reserve,3883,0,0,0,0
SP-03454,ok,reserve,25018,0,0,0,0
SP-03455,ok,reserve,6655,0,0,0,0
SP-03456,ok,reserve,17690,0,11793,0,0
SP-03457,ok,reserve,14923,0,4824,0,0
SP-03458,ok,goals+,336,503,558,0,0
SP-03459,ok,reserve,5868,0,0,0,0
SP-03460,ok,goals+,0,0,0,12396,20053
SP-03461,ok,reserve,14208,0,9471,0,0
SP-03462,ok,debt,7457,11185,0,0,0
SP-03463,ok,reserve,13506,0,0,0,0
SP-03464,ok,reserve,4637,0,0,0,0
SP-03465,deficit,none,0,0,0,0,54989
SP-03466,ok,goals+,0,0,172,0,17789
SP-03467,ok,reserve,3143,0,0,0,0
SP-03468,ok,reserve,8372,0,542,0,0
SP-03469,ok,reserve,25667,0,0,0,0
SP-03470,deficit,none,0,0,0,0,0
SP-03471,ok,debt,0,5792,0,0,31796
SP-03472,ok,reserve,6883,0,0,0,0
SP-03473,ok,debt,6689,10033,0,0,40026
SP-03474,deficit,none,0,0,0,0,0
SP-03475,ok,reserve,24387,0,16257,0,0
SP-03476,ok,reserve,7029,0,0,0,0
SP-03477,ok,debt,0,18054,0,0,56648
SP-03478,ok,reserve,12506,0,775,0,0
SP-03479,ok,reserve,17155,0,0,0,0
SP-03480,ok,goals+,0,0,12,0,0
SP-03481,deficit,none,0,0,0,0,0
SP-03482,deficit,none,0,0,0,0,0
SP-03483,ok,reserve,161586747,0,0,0,0
SP-03484,ok,reserve,27506,0,0,0,0
SP-03485,ok,reserve,15554,0,0,0,0
SP-03486,deficit,none,0,0,0,0,0
SP-03487,ok,goals+,0,0,78217,0,85035
SP-03488,deficit,none,0,0,0,0,0
SP-03489,ok,goals+,0,0,6679,45738,61474
SP-03490,ok,reserve,47648,0,8198,0,0
SP-03491,ok,goals+,0,0,11255,4868,23510
SP-03492,deficit,none,0,0,0,0,0
SP-03493,ok,reserve,16188,0,10792,0,0
SP-03494,ok,reserve,28850,0,19233,0,0
SP-03495,ok,reserve,38728,0,0,0,0
SP-03496,ok,reserve,93707,0,0,0,0
SP-03497,ok,reserve,4381,0,2920,0,0
SP-03498,deficit,none,0,0,0,0,0
SP-03499,ok,debt,0,2055,0,0,104495
SP-03500,ok,debt,5349,12773,0,0,0
SP-03501,deficit,none,0,0,0,0,0
SP-03502,ok,goals+,0,0,21209,0,183667
SP-03503,deficit,none,0,0,0,0,0
SP-03504,deficit,none,0,0,0,0,0
SP-03505,deficit,none,0,0,0,0,0
SP-03506,ok,reserve,17698,0,0,0,0
SP-03507,ok,goals+,0,0,27960,0,1692688
SP-03508,ok,goals+,0,0,0,10876,66395
SP-03509,ok,goals+,0,0,2267,0,147828
SP-03510,deficit,none,0,0,0,0,0
SP-03511,ok,debt,0,2431,0,0,110039
SP-03512,ok,reserve,11307,0,7537,0,0
SP-03513,ok,goals+,1949,2922,3247,0,0
SP-03514,ok,reserve,8095,0,0,0,0
SP-03515,ok,goals+,0,0,43321,0,13919
SP-03516,ok,reserve,2980,0,1986,0,0
SP-03517,deficit,none,0,0,0,0,0
SP-03518,ok,reserve,185,0,0,0,0
SP-03519,ok,reserve,6776,0,0,0,0
SP-03520,ok,reserve,1680,0,1119,0,0
SP-03521,ok,debt,0,18115,0,0,28746
SP-03522,ok,goals+,0,0,4,0,0
SP-03523,ok,goals+,0,0,33956,0,39837
SP-03524,ok,debt,6491,9736,0,0,0
SP-03525,ok,reserve,224877495,0,0,0,0
SP-03526,ok,debt,0,3306,0,0,67057
SP-03527,ok,reserve,24014,0,1269,0,0
SP-03528,deficit,none,0,0,0,0,0
SP-03529,deficit,none,0,0,0,0,278768
SP-03530,deficit,none,0,0,0,0,362763
SP-03531,ok,debt,755,35182,0,0,0
SP-03532,ok,goals+,0,752,1337,0,193631
SP-03533,ok,goals+,0,0,6171,98565,363830
SP-03534,deficit,none,0,0,0,0,0
SP-03535,ok,reserve,10032,0,6688,0,0
SP-03536,ok,goals+,0,0,0,6970,413447
SP-03537,ok,reserve,17409,0,0,0,0
SP-03538,ok,goals+,0,0,12281,0,0
SP-03539,ok,reserve,2948,0,1964,0,0
SP-03540,ok,reserve,54060,0,5062,0,0
SP-03541,ok,reserve,27809,0,0,0,0
SP-03542,ok,goals+,0,0,23341,4507,41217
SP-03543,deficit,none,0,0,0,0,0
SP-03544,ok,reserve,23620,0,0,0,0
SP-03545,ok,debt,1,1865,0,0,164047
SP-03546,ok,reserve,5390,0,0,0,0
SP-03547,ok,reserve,9695,0,3417,0,0
SP-03548,ok,reserve,15812,0,570,0,0
SP-03549,ok,goals+,1,0,0,68398,1826769
SP-03550,ok,reserve,56707,0,0,0,0
SP-03551,ok,goals+,3664,5495,6105,0,0
SP-03552,ok,reserve,13059,0,5382,0,0
SP-03553,ok,debt,0,14865,0,0,7643
SP-03554,ok,debt,1,26429,0,0,101990
SP-03555,ok,reserve,1932,0,0,0,0
SP-03556,ok,reserve,16307,0,10870,0,0
SP-03557,deficit,none,0,0,0,0,0
SP-03558,deficit,none,0,0,0,0,0
SP-03559,ok,reserve,6651,0,0,0,0
SP-03560,deficit,none,0,0,0,0,0
SP-03561,ok,reserve,2610,0,0,0,0
SP-03562,ok,reserve,2778,0,1852,0,328045
SP-03563,ok,reserve,18516,0,12343,0,0
SP-03564,ok,goals+,0,0,27,1,0
SP-03565,ok,reserve,775,0,0,0,0
SP-03566,ok,reserve,39284,0,0,0,0
SP-03567,deficit,none,0,0,0,0,0
SP-03568,ok,reserve,29952,0,0,0,0
SP-03569,ok,debt,0,5353,0,0,41059
SP-03570,deficit,none,0,0,0,0,0
SP-03571,ok,reserve,10009,0,3212,0,0
SP-03572,ok,debt,0,6440,0,0,9255
SP-03573,ok,reserve,33523,0,0,0,0
SP-03574,ok,debt,0,8497,0,0,80119
SP-03575,deficit,none,0,0,0,0,0
SP-03576,deficit,none,0,0,0,0,0
SP-03577,ok,reserve,7268,0,0,0,0
SP-03578,ok,reserve,18943,0,0,0,0
SP-03579,deficit,none,0,0,0,0,0
SP-03580,ok,goals+,4582,6871,7634,0,0
SP-03581,deficit,none,0,0,0,0,0
SP-03582,deficit,none,0,0,0,0,0
SP-03583,ok,reserve,4745,0,0,0,0
SP-03584,ok,goals+,0,6441,11451,0,61481
SP-03585,ok,goals+,8908,0,0,23418,0
SP-03586,ok,reserve,23342,0,15561,0,0
SP-03587,ok,reserve,13541,0,0,0,0
SP-03588,deficit,none,0,0,0,0,117487
SP-03589,ok,reserve,1010,0,0,0,0
SP-03590,ok,reserve,3038,0,1907,0,0
SP-03591,deficit,none,0,0,0,0,64314
SP-03592,ok,debt,0,14162,0,0,133492
SP-03593,ok,debt,0,28549,5022,14011,118682
SP-03594,ok,reserve,22790,0,951,0,0
SP-03595,ok,debt,0,12022,0,0,44803
SP-03596,ok,reserve,1537,0,1024,0,0
SP-03597,ok,goals+,334,499,554,0,0
SP-03598,ok,reserve,2391,0,0,0,72033
SP-03599,ok,reserve,5569,0,3712,0,0
SP-03600,deficit,none,0,0,0,0,0
SP-03601,ok,reserve,11665,0,7776,0,0
SP-03602,ok,reserve,26078,0,17384,0,0
SP-03603,ok,reserve,12083,0,8054,0,0
SP-03604,ok,reserve,8842,0,0,0,0
SP-03605,ok,goals+,5784,8675,9639,0,0
SP-03606,ok,goals+,0,0,3,0,0
SP-03607,ok,goals+,0,0,662,37340,101081
SP-03608,deficit,none,0,0,0,0,0
SP-03609,ok,debt,0,175569854,0,0,2838468438
SP-03610,deficit,none,0,0,0,0,0
SP-03611,deficit,none,0,0,0,0,0
SP-03612,deficit,none,0,0,0,0,0
SP-03613,ok,goals+,0,0,0,24513,16620
SP-03614,ok,debt,4981,7470,0,0,0
SP-03615,ok,goals+,0,0,0,170758,827929
SP-03616,ok,goals+,658,986,1096,0,0
SP-03617,ok,reserve,23240,0,0,0,0
SP-03618,deficit,none,0,0,0,0,0
SP-03619,ok,debt,0,28911,0,0,338423
SP-03620,ok,reserve,23113,0,7244,0,0
SP-03621,deficit,none,0,0,0,0,0
SP-03622,ok,reserve,20987,0,13990,0,0
SP-03623,deficit,none,0,0,0,0,0
SP-03624,ok,reserve,10184,0,1491,0,0
SP-03625,ok,reserve,12234,0,0,0,0
SP-03626,deficit,none,0,0,0,0,0
SP-03627,ok,goals+,0,0,0,6433,28337
SP-03628,ok,goals+,3764,5644,6271,0,0
SP-03629,ok,reserve,5887,0,3329,0,0
SP-03630,deficit,none,0,0,0,0,0
SP-03631,ok,reserve,13607,0,0,0,0
SP-03632,ok,reserve,15074,0,0,0,0
SP-03633,ok,goals+,0,0,0,15601,1499612
SP-03634,ok,reserve,14709,0,0,0,0
SP-03635,ok,reserve,20820,0,0,0,0
SP-03636,ok,reserve,2390,0,1593,0,0
SP-03637,ok,reserve,31831,0,11982,1070,0
SP-03638,ok,goals+,1944,2915,3238,0,0
SP-03639,ok,debt,472,9691,0,0,0
SP-03640,ok,goals+,0,0,0,4144,51950
SP-03641,ok,reserve,18176,0,12116,0,0
SP-03642,ok,reserve,70296,0,0,0,0
SP-03643,ok,reserve,54955,0,4206,0,0
SP-03644,ok,reserve,17979,0,11985,0,0
SP-03645,ok,reserve,1971,0,0,0,0
SP-03646,ok,reserve,5622,0,0,0,0
SP-03647,ok,debt,4,5,5,0,0
SP-03648,ok,reserve,156,0,22,0,0
SP-03649,ok,reserve,2107,0,0,0,0
SP-03650,deficit,none,0,0,0,0,0
SP-03651,deficit,none,0,0,0,0,0
SP-03652,ok,reserve,25592,0,17061,0,0
SP-03653,ok,reserve,14662,0,4095,0,0
SP-03654,deficit,none,0,0,0,0,0
SP-03655,ok,reserve,2291,0,0,0,0
SP-03656,ok,goals+,0,0,30695,0,49338
SP-03657,ok,goals+,0,0,31801,24187,52426
SP-03658,ok,reserve,2307,0,1538,0,102654
SP-03659,ok,reserve,18408,0,12272,0,662847
SP-03660,deficit,none,0,0,0,0,0
SP-03661,ok,reserve,28665,0,0,0,0
SP-03662,ok,reserve,2904,0,0,0,0
SP-03663,deficit,none,0,0,0,0,0
SP-03664,ok,reserve,36042,0,24027,0,0
SP-03665,ok,reserve,16462,0,4052,0,0
SP-03666,deficit,none,0,0,0,0,0
SP-03667,ok,debt,0,10440,0,0,5720
SP-03668,ok,goals+,8511,12765,14183,0,0
SP-03669,ok,reserve,16187,0,0,0,0
SP-03670,deficit,none,0,0,0,0,0
SP-03671,ok,debt,2541,53196,0,0,0
SP-03672,ok,debt,2542,3813,0,0,0
SP-03673,deficit,none,0,0,0,0,0
SP-03674,ok,reserve,11593,0,0,0,0
SP-03675,ok,goals+,1,0,0,12206,1096159
SP-03676,ok,debt,0,38656,0,0,17279
SP-03677,ok,reserve,6188,0,0,0,0
SP-03678,ok,goals+,0,0,16324,0,40208
SP-03679,ok,goals+,0,0,4469,0,124256
SP-03680,ok,debt,5623,8433,0,0,42667
SP-03681,ok,reserve,593,0,0,0,0
SP-03682,ok,goals+,12136,18203,20226,0,0
SP-03683,deficit,none,0,0,0,0,0
SP-03684,ok,reserve,3920,0,0,0,0
SP-03685,ok,reserve,11919,0,0,0,0
SP-03686,ok,debt,1,313,0,0,205659
SP-03687,deficit,none,0,0,0,0,0
SP-03688,ok,debt,0,6888,0,0,8588
SP-03689,ok,debt,0,27449,0,0,35950
SP-03690,deficit,none,0,0,0,0,0
SP-03691,ok,reserve,4252,0,0,0,0
SP-03692,ok,goals+,0,0,0,36742,0
SP-03693,deficit,none,0,0,0,0,0
SP-03694,ok,reserve,13666,2720,0,0,0
SP-03695,ok,debt,0,31834,0,0,4576
SP-03696,deficit,none,0,0,0,0,0
SP-03697,ok,reserve,17212,0,6298,0,0
SP-03698,ok,reserve,7482,0,394,0,0
SP-03699,ok,goals+,0,0,20666,26677,151425
SP-03700,ok,reserve,20097,0,13397,0,0
SP-03701,ok,reserve,8500,7724,0,0,0
SP-03702,deficit,none,0,0,0,0,0
SP-03703,ok,reserve,30168,0,0,0,0
SP-03704,ok,reserve,5326,0,0,0,0
SP-03705,deficit,none,0,0,0,0,0
SP-03706,ok,debt,4512,11594,3007,0,132454
SP-03707,ok,reserve,4300,0,0,0,0
SP-03708,deficit,none,0,0,0,0,0
SP-03709,ok,reserve,43735,0,0,25570,0
SP-03710,ok,reserve,304,0,0,0,0
SP-03711,ok,debt,0,9364,0,0,51361
SP-03712,ok,debt,0,11074,0,0,123972
SP-03713,deficit,none,0,0,0,0,0
SP-03714,ok,reserve,1142,0,0,0,0
SP-03715,ok,goals+,1502,2253,2503,0,0
SP-03716,ok,goals+,0,0,1213,33871,19226
SP-03717,ok,goals+,0,0,11096,0,1529840
SP-03718,ok,reserve,15348,0,10231,0,0
SP-03719,ok,reserve,7383,0,4922,0,0
SP-03720,ok,reserve,20374,0,13582,0,0
SP-03721,deficit,none,0,0,0,0,0
SP-03722,ok,reserve,2666,0,0,0,0
SP-03723,ok,reserve,15371,0,0,0,0
SP-03724,ok,goals+,0,0,18776,12175,22350
SP-03725,ok,goals+,0,0,0,3744,23182
SP-03726,deficit,none,0,0,0,0,0
SP-03727,ok,reserve,12565,0,2806,0,0
SP-03728,ok,reserve,232,0,0,0,0
SP-03729,ok,reserve,8762,0,0,0,0
SP-03730,ok,debt,3774,12109,0,0,0
SP-03731,ok,reserve,16706,0,0,0,0
SP-03732,ok,reserve,18,0,11,0,0
SP-03733,ok,goals+,0,0,0,43239,60180
SP-03734,ok,reserve,2673,0,1782,0,0
SP-03735,ok,reserve,190152133,0,0,0,0
SP-03736,ok,reserve,558,0,371,0,0
SP-03737,ok,reserve,21119,0,0,0,0
SP-03738,deficit,none,0,0,0,0,0
SP-03739,ok,reserve,25841,0,15276,0,0
SP-03740,ok,debt,771,4737,0,0,0
SP-03741,ok,goals+,0,0,0,65833,200267
SP-03742,ok,reserve,17638,0,11758,0,0
SP-03743,ok,reserve,2172,0,0,0,0
SP-03744,deficit,none,0,0,0,0,0
SP-03745,ok,reserve,3715,1041,1157,0,0
SP-03746,deficit,none,0,0,0,0,0
SP-03747,deficit,none,0,0,0,0,0
SP-03748,ok,goals+,0,0,7050,46809,123341
SP-03749,ok,reserve,20320,0,0,0,0
SP-03750,deficit,none,0,0,0,0,0
SP-03751,ok,reserve,14845,0,0,0,0
SP-03752,ok,debt,0,34432,0,0,66952
SP-03753,deficit,none,0,0,0,0,0
SP-03754,ok,reserve,22822,0,0,0,0
SP-03755,ok,reserve,702,0,0,0,0
SP-03756,ok,reserve,21929,0,0,0,0
SP-03757,ok,reserve,34084,0,3995,0,0
SP-03758,ok,reserve,47367,0,31577,0,0
SP-03759,ok,goals+,0,0,6548,10485,976306
SP-03760,ok,reserve,9754,0,0,0,0
SP-03761,ok,goals+,7813,0,59894,0,0
SP-03762,ok,reserve,2138,0,0,0,0
SP-03763,ok,reserve,6612,0,0,0,0
SP-03764,ok,reserve,24055,0,0,0,0
SP-03765,ok,reserve,14588,0,9724,0,0
SP-03766,ok,reserve,5132,0,0,0,148751
SP-03767,ok,reserve,28413,0,4337,0,0
SP-03768,ok,reserve,8139,0,5425,0,0
SP-03769,ok,reserve,40013,0,26675,0,0
SP-03770,deficit,none,0,0,0,0,0
SP-03771,ok,reserve,24837,0,16557,0,0
SP-03772,ok,reserve,17061,0,0,0,0
SP-03773,ok,reserve,10563,0,0,0,0
SP-03774,ok,reserve,8,0,0,0,0
SP-03775,ok,reserve,23063,0,0,0,0
SP-03776,ok,debt,2914,4370,3276,0,0
SP-03777,ok,reserve,743437822,0,228221197,0,0
SP-03778,ok,reserve,17951,0,11966,0,0
SP-03779,ok,goals+,18986,0,19096,0,0
SP-03780,deficit,none,0,0,0,0,0
SP-03781,ok,debt,0,33298,0,0,93465
SP-03782,ok,reserve,16422,0,10936,0,0
SP-03783,ok,goals+,0,0,10964,2557,0
SP-03784,ok,reserve,41083,0,0,0,0
SP-03785,ok,reserve,12128,0,0,0,0
SP-03786,deficit,none,0,0,0,0,0
SP-03787,ok,reserve,16222,0,0,0,0
SP-03788,ok,reserve,30572,0,0,0,0
SP-03789,deficit,none,0,0,0,0,0
SP-03790,ok,reserve,28537,0,19024,0,0
SP-03791,ok,reserve,4038,0,0,0,0
SP-03792,deficit,none,0,0,0,0,0
SP-03793,ok,reserve,22242,0,0,0,0
SP-03794,ok,reserve,7503,0,0,0,0
SP-03795,deficit,none,0,0,0,0,0
SP-03796,deficit,none,0,0,0,0,0
SP-03797,ok,debt,0,19675,0,0,52472
SP-03798,ok,reserve,1007,0,0,0,0
SP-03799,ok,goals+,1,0,0,5544,385788
SP-03800,ok,reserve,11919,0,3493,0,0
SP-03801,ok,goals+,1,4578,8139,0,289628
SP-03802,ok,reserve,5189,0,0,0,0
SP-03803,ok,debt,0,22771,0,0,59581
SP-03804,ok,reserve,6252,0,0,0,0
SP-03805,ok,reserve,62404,0,1325,0,0
SP-03806,ok,goals+,2246,3367,3742,0,0
SP-03807,ok,reserve,2140,0,0,0,0
SP-03808,ok,reserve,28706,0,0,0,0
SP-03809,deficit,none,0,0,0,0,0
SP-03810,ok,reserve,11502,0,0,0,0
SP-03811,ok,reserve,9500,0,3891,0,0
SP-03812,ok,debt,6552,6932,0,0,0
SP-03813,ok,goals+,12261,18390,20433,0,0
SP-03814,ok,debt,7230,10845,0,0,0
SP-03815,ok,goals+,8429,0,11668,0,0
SP-03816,ok,reserve,41,0,27,0,0
SP-03817,deficit,none,0,0,0,0,0
SP-03818,deficit,none,0,0,0,0,0
SP-03819,ok,reserve,6074634,0,0,0,0
SP-03820,ok,debt,0,25573,0,0,7143
SP-03821,ok,reserve,60973,0,0,0,0
SP-03822,deficit,none,0,0,0,0,0
SP-03823,ok,reserve,21401,0,0,0,0
SP-03824,ok,reserve,11434,0,0,0,0
SP-03825,ok,goals+,0,0,0,51630,57979
SP-03826,ok,reserve,14582,0,9184,0,0
SP-03827,ok,debt,292,14706,0,0,0
SP-03828,deficit,none,0,0,0,0,0
SP-03829,deficit,none,0,0,0,0,0
SP-03830,deficit,none,0,0,0,0,0
SP-03831,deficit,none,0,0,0,0,0
SP-03832,ok,reserve,62724,0,0,0,0
SP-03833,ok,reserve,70040,0,9758,0,0
SP-03834,deficit,none,0,0,0,0,0
SP-03835,ok,debt,0,20816,0,0,105895
SP-03836,ok,reserve,7821,0,0,0,0
SP-03837,ok,debt,8631,12945,0,0,0
SP-03838,deficit,none,0,0,0,0,0
SP-03839,ok,reserve,5644,4433,0,0,0
SP-03840,ok,goals+,1,0,0,78715,768847
SP-03841,ok,reserve,31368,0,20912,0,0
SP-03842,deficit,none,0,0,0,0,0
SP-03843,ok,goals+,0,0,1835,27520,985071
SP-03844,ok,goals+,10358,15535,17261,0,0
SP-03845,ok,goals+,8899,0,16133,0,0
SP-03846,ok,goals+,11040,16559,18399,0,0
SP-03847,deficit,none,0,0,0,0,0
SP-03848,ok,debt,0,5937,0,0,57397
SP-03849,ok,reserve,17655,0,0,0,0
SP-03850,ok,goals+,976,1463,1625,0,0
SP-03851,ok,reserve,64798,0,0,0,0
SP-03852,ok,goals+,8788,0,36604,0,0
SP-03853,ok,reserve,11092,0,0,0,0
SP-03854,ok,reserve,11023,0,0,0,0
SP-03855,ok,reserve,31942,0,21294,0,0
SP-03856,ok,reserve,4340,0,0,0,0
SP-03857,ok,reserve,1385,0,923,0,0
SP-03858,ok,goals+,0,0,17,0,0
SP-03859,ok,debt,0,9567,0,0,43924
SP-03860,ok,reserve,1732,0,1154,0,0
SP-03861,ok,goals+,139422108,209133162,232370179,0,0
SP-03862,ok,reserve,33,0,21,0,0
SP-03863,ok,reserve,10221,0,0,0,0
SP-03864,deficit,none,0,0,0,0,0
SP-03865,ok,reserve,1977,0,0,0,0
SP-03866,ok,reserve,20118,0,0,0,0
SP-03867,ok,goals+,0,0,41246,0,103107
SP-03868,ok,debt,0,30325,0,0,60337
SP-03869,deficit,none,0,0,0,0,0
SP-03870,deficit,none,0,0,0,0,0
SP-03871,ok,reserve,20048,0,0,0,0
SP-03872,ok,reserve,18336,0,3722,0,0
SP-03873,deficit,none,0,0,0,0,0
SP-03874,ok,goals+,3424,5134,5704,0,0
SP-03875,ok,goals+,1936,2902,3225,0,0
SP-03876,deficit,none,0,0,0,0,0
SP-03877,deficit,none,0,0,0,0,0
SP-03878,ok,goals+,17302,25951,28835,0,0
SP-03879,deficit,none,0,0,0,0,0
SP-03880,deficit,none,0,0,0,0,0
SP-03881,ok,debt,686,20910,0,13254,0
SP-03882,ok,debt,0,6269,0,0,35260
SP-03883,ok,debt,9817,46657,0,0,0
SP-03884,ok,reserve,2115,0,1409,0,0
SP-03885,ok,goals+,0,0,0,15312,1256819
SP-03886,deficit,none,0,0,0,0,0
SP-03887,ok,reserve,7112,0,0,0,0
SP-03888,ok,goals+,0,0,12125,0,199640
SP-03889,ok,goals+,1530,2295,2549,0,0
SP-03890,ok,reserve,13490,0,0,0,0
SP-03891,ok,reserve,441,0,0,0,0
SP-03892,ok,reserve,3203,0,0,0,0
SP-03893,ok,goals+,2844,4265,4738,0,165785
SP-03894,deficit,none,0,0,0,0,0
SP-03895,ok,reserve,11645,0,0,0,0
SP-03896,ok,goals+,2176,0,3528,24589,0
SP-03897,ok,debt,0,26560,0,0,30785
SP-03898,ok,reserve,23909,0,0,0,0
SP-03899,ok,reserve,14904,0,0,0,0
SP-03900,ok,reserve,211,0,17,39,0
SP-03901,ok,reserve,3850,0,0,0,0
SP-03902,ok,goals+,0,0,212,0,86091
SP-03903,ok,debt,104632147,156948219,0,0,0
SP-03904,ok,goals+,0,0,3462,7386,79368
SP-03905,ok,reserve,5597,0,0,0,0
SP-03906,deficit,none,0,0,0,0,0
SP-03907,ok,reserve,28919,0,19278,0,0
SP-03908,ok,reserve,2943,0,1961,0,0
SP-03909,ok,debt,0,44689,0,0,41432
SP-03910,ok,reserve,13160,1105,0,0,0
SP-03911,deficit,none,0,0,0,0,0
SP-03912,deficit,none,0,0,0,0,0
SP-03913,ok,goals+,0,0,11343,0,110062
SP-03914,ok,goals+,1,0,9963,0,297556
